Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f16e96673bb9fc5c74e9e7c86249e91133e3ca78aea0218cc08297994f6ab6a1,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
ef34ed413efd08a0a98e5726e7484144e199bd392ff9821623d3585610eb1b37,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
1e40fac88efa5258a849694e6dc40cae3981a55ee792b0ec3b826a2956ecae62,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.311537,51.562784,On or near EAST LANE,E01000564,Brent 013A,Investigation complete; no suspect identified
9bd766159a5250657b738d7bacb9423d2fd44f862fc794d533a040a60f67a507,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.244798,51.563468,On or near TANFIELD AVENUE,E01000502,Brent 011D,Investigation complete; no suspect identified
f1ecdda77b3344a3559a92d8f5b441b052e6086b149495ac001cbf43c4fc5df3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.185007,51.398464,On or near Wandle Road,E01003440,Merton 022D,Investigation complete; no suspect identified
280d3a1d2173326c218befba03f5c798371a38e26f5e39482078742b6e9764ec,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.207580,51.414566,On or near Wilton Crescent,E01003385,Merton 011C,Investigation complete; no suspect identified
d46edb7045a3f9c585553fc2ca80805ac6fa3d6424e3dc627b7b3596bf063fac,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.184895,51.415098,On or near Meadow Road,E01003359,Merton 006A,Investigation complete; no suspect identified
f565e8904eb7ec1c999e53594808b41e5c50bc94bd99cf926e385e49467824a7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.241019,51.400981,On or near ,E01003470,Merton 020E,Investigation complete; no suspect identified
9e4ac0562794191e1b3c623df050b3a8dcbb7db177076b19ac41f9235dbef757,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.178254,51.418778,On or near ,E01003370,Merton 005C,Investigation complete; no suspect identified
57f8169db24a471bab5fbff1235bfe6a35ed0db2a05392095308439ac39cffe9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.205940,51.403579,On or near South Merton,E01003427,Merton 023A,Investigation complete; no suspect identified
81c63f841b2ada27a6db31576786a4ea21c7fc7de1827c4d5307915334001b91,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.188869,51.428433,On or near Sports/Recreation Area,E01003475,Merton 001D,Investigation complete; no suspect identified
91ce52c0d733758fa3cfb5fe7a9d4b3742ef00a38715e764dd54d4e25b129807,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.158310,51.419620,On or near Theatre/Concert Hall,E01003396,Merton 007C,Investigation complete; no suspect identified
ee7552b039118d31790518b83af581bc4fae1d1ff9162a12c80607b1f4529bbf,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.210506,51.424359,On or near LEEWARD GARDENS,E01003402,Merton 004B,Investigation complete; no suspect identified
4dc8772036cdcb7384a80f96d0353d23487ebaef0069cf3977a8cee0dd9a4a71,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.078621,51.419825,On or near Westow Hill,E01000746,Bromley 005E,Investigation complete; no suspect identified
10788e00e9836f0c422bba8d3d9190316fc3e3bb3aa9efb117539bd18ca4bbb3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.112517,51.447857,On or near ,E01003172,Lambeth 024B,Investigation complete; no suspect identified
71fa4f741d18aa6241d948507457d73e1da7a528cfbc7e0951412ef647d6847b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.125411,51.471058,On or near Levehurst Way,E01003128,Lambeth 008E,Investigation complete; no suspect identified
c8774fe707e0b93d0501f3a80fb010c52ad1093a9d13b7db2b33908b38ff8900,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5e4e75f5ad6acdce0331576faca827a936fd4444517139c148867f00db2f5e24,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.133308,51.462434,On or near St Luke's Avenue,E01003054,Lambeth 015C,Investigation complete; no suspect identified
db2f9e39143930e2ad5cbf693c51a5f7928109beb5c255c42d195d0919b9fc92,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.140102,51.453963,On or near Shandon Road,E01003026,Lambeth 019A,Investigation complete; no suspect identified
93390f11d5a31895bcef347fb66ab908ea23c8ebffe3469bc44ed48b72295e20,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.119502,51.460703,On or near Bucknell Close,E01003055,Lambeth 016D,Investigation complete; no suspect identified
8f63a051290d427b9f2fafbe220a546aea0eac332d3edaf7b28cc022b3a80d9d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.113994,51.506998,On or near ,E01003016,Lambeth 036C,Investigation complete; no suspect identified
0327518f1a19d534af4a984bdb6eb9738ec604ed3d55a64d99517f90caef2dea,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.111930,51.499042,On or near Lambeth North,E01032582,Lambeth 036E,Investigation complete; no suspect identified
7d46a306d9d276946d05d056b9b0e92dc4fdc7bd55d4868439646d80d9a5c200,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.122473,51.488618,On or near ,E01003109,Lambeth 003E,Investigation complete; no suspect identified
4366d229623c0c2202ebb9e965f61fdfa59254966e49dd5767a8a8af7fd293c1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.132361,51.445441,On or near Adelina Mews,E01003163,Lambeth 023F,Investigation complete; no suspect identified
6383d72efc1d4fdd84764bd3adee272599f92084c690c654ea2c3e2bc8b5f7df,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.113586,51.486165,On or near Montford Place,E01003101,Lambeth 003A,Investigation complete; no suspect identified
e1261914d8659d9cbde8fbab6fa39ffa229d63fd29e140ef61ab434dafaff937,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.049428,51.552457,On or near Carlyle Road,E01003591,Newham 004D,Investigation complete; no suspect identified
9b6758ad3d92f0fe9e6876e192848f19ae87a09c3af25fc4720ebb533034f65a,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.043154,51.548951,On or near ,E01003587,Newham 004C,Investigation complete; no suspect identified
47e63678fbd3a7f95effef7704242dc5d0bc089c56c8f0eb1a4ca87aa69ebeb0,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.007643,51.517479,On or near Liverpool Road,E01003497,Newham 034A,Investigation complete; no suspect identified
540ec69fc922e7e67edb91a50409185272722428d355428c0c4e386e2f8d7ea7,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.017831,51.521665,On or near Philip Street,E01003501,Newham 030B,Investigation complete; no suspect identified
58844ce5202d873edd9838f27b351afb261a5f69436c12841975b9d192a1d191,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.065300,51.515947,On or near Angelica Drive,E01003482,Newham 033B,Investigation complete; no suspect identified
74762ff7e33d052bf6054255322f47392adc6a383be51bcf69add523b41958b8,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.063984,51.554405,On or near Selborne Avenue,E01003577,Newham 005C,Investigation complete; no suspect identified
beab2a59b07be2804816fb0ad9f3f3f06202fb1c916438c5b6a07ef1c2342739,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.053858,51.533603,On or near Lloyd Road,E01003521,Newham 018B,Investigation complete; no suspect identified
fc7bd259c4a20ddd6d62fa4e9d856d401ac88ba2e82cbb119b655e26d438d744,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.029069,51.523801,On or near Crofton Road,E01003602,Newham 026C,Investigation complete; no suspect identified
c316508baa5e5d7133b63589e707154825789a50362833affb03b9e832db733a,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.002705,51.535360,On or near Asland Road,E01003634,Newham 020D,Investigation complete; no suspect identified
157633a6e71b11882086eb65dd3e09dacd886caf34b4889ce502ff921136d875,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.037008,51.535012,On or near Greenleaf Road,E01003489,Newham 019B,Investigation complete; no suspect identified
5314ef34a0d9315aa1f2e11bfcfa6a53b8a00cbb1558e23a839a937c3470be37,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
7eb08ff4777a43a1af446bf8e57d03448a9cdf7ee9a51bddd6d29c9bd7b18641,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.044281,51.531297,On or near Arragon Road,E01003493,Newham 025B,Investigation complete; no suspect identified
b7c8f11bad485bad813255bd938880cce046552065078ab4e9e787f623500021,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.018011,51.520196,On or near Clove Street,E01003501,Newham 030B,Investigation complete; no suspect identified
4ac91a009aff0795fc10c574a4bd38f9e2ef9c190b6a52b4a8cb4aedecfbf6cc,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.058902,51.518847,On or near Albatross Close,E01003482,Newham 033B,Investigation complete; no suspect identified
905884f59e7d5039848f55b7b16a3c769997a0205d2ee64ae4f4b96f5dce6035,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.014665,51.532880,On or near Plaistow Road,E01003630,Newham 021C,Investigation complete; no suspect identified
b587a116df0b76ebfaf17ac5439c37f29e4d8c54e62be5a32169cacd820e8330,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.009321,51.515975,On or near ,E01003503,Newham 030D,Investigation complete; no suspect identified
89acddac58df704403a4ecab8f2756673c2cdff5ea8de53b5f498e1c2e5137c4,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.086822,51.522682,On or near Nightclub,E01002704,Islington 023D,Investigation complete; no suspect identified
89acddac58df704403a4ecab8f2756673c2cdff5ea8de53b5f498e1c2e5137c4,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.086822,51.522682,On or near Nightclub,E01002704,Islington 023D,Investigation complete; no suspect identified
f1238c01b8a285d292f119568670bae49b5e0c82cefbbfeef523d4798387252e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.088921,51.550008,On or near BERESFORD ROAD,E01002780,Islington 014F,Investigation complete; no suspect identified
e453d8bdc51d34c18c603878a860dd50bb45758c2ad9d5c60479d74e3e9a9b24,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.122754,51.559943,On or near HOLLOWAY ROAD,E01002785,Islington 008B,Investigation complete; no suspect identified
f84b1a284fde6c5ef65e99f3b1426ce6b39916014c46213c4fbee85abfe831fe,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.112212,51.561590,On or near SEVEN SISTERS ROAD,E01002730,Islington 007A,Investigation complete; no suspect identified
f84b1a284fde6c5ef65e99f3b1426ce6b39916014c46213c4fbee85abfe831fe,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.112212,51.561590,On or near SEVEN SISTERS ROAD,E01002730,Islington 007A,Investigation complete; no suspect identified
6321d4453e3d69c5948d1c5b2d1b456a9f727ec653513eaf76e426f39cae2d32,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.102926,51.528168,On or near SPENCER STREET,E01002723,Islington 022C,Investigation complete; no suspect identified
6321d4453e3d69c5948d1c5b2d1b456a9f727ec653513eaf76e426f39cae2d32,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.102926,51.528168,On or near SPENCER STREET,E01002723,Islington 022C,Investigation complete; no suspect identified
29b936ed177849898c7849ac82e80d7ab490f834fa07d08dfe7d44c346455a04,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.288083,51.501935,On or near Gunnersbury Drive,E01001231,Ealing 027A,Investigation complete; no suspect identified
c2c81c274f1e800ac0bd29512d50eb3f2493bdcbac576219c10e31153695c687,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.386021,51.529905,On or near Wilstone Close,E01002541,Hillingdon 023A,Investigation complete; no suspect identified
39aa9280da6d9f402b260b187accd8178b1a0dc70fc4aeb5ce5e0674bba323bb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.281199,51.508363,On or near ,E01001354,Ealing 027E,Investigation complete; no suspect identified
c306ab2d320a51a1897e37e4a516a327315ad9b8ace5d157f05ea069ed617d63,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.297470,51.505605,On or near Hazelwood Close,E01001237,Ealing 031E,Investigation complete; no suspect identified
1914457f1df5a27db9d47505b04a6e5b5abd8bcf53c1a978450e531d88307792,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.315817,51.500025,On or near Belsize Avenue,E01001306,Ealing 035D,Investigation complete; no suspect identified
f9e9ed35e41afb25b3b9324dcc79383ff154540566dfb2a6bf560ae012bca123,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.377879,51.512356,On or near ST GEORGE'S AVENUE,E01001215,Ealing 023C,Investigation complete; no suspect identified
f9b96183a79d70fa145dfb9ddbdbc873edd7fa30dce949842ce505704bfbea4e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.322072,51.510942,On or near WITHAM ROAD,E01001249,Ealing 028A,Investigation complete; no suspect identified
332707200d1cddde93d6184b3e7ffee691b2edfd51d25d451d2c38f88a8fc707,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.338354,51.526056,On or near BRANTS WALK,E01001283,Ealing 016C,Investigation complete; no suspect identified
392d7d3f07bc7d1c76dbee642d06109b48e82e2c19d62702297d0263be850c03,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.300244,51.505781,On or near RICHMOND ROAD,E01001230,Ealing 031B,Investigation complete; no suspect identified
6c3c0f05f6cea5ce95694d9e183e56d4968ea7f3f167dd90375a734a814fe999,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.259921,51.506691,On or near CENTRE AVENUE,E01001244,Ealing 024E,Investigation complete; no suspect identified
64f260958c29d85997845d11eb62af0b8d90b0349bf6429827aaefbd60d4c7d8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.419193,51.414940,On or near SPRINGFIELD GROVE,E01030718,Spelthorne 011B,Investigation complete; no suspect identified
db56f6177cde297df8a3dbb19e50fa4f141b59eb90e92bcfb56a8a7ba328908f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.396933,51.500775,On or near MARLBOROUGH ROAD,E01001370,Ealing 037D,Investigation complete; no suspect identified
fe5feea9cd17529377328bcbe8e5c2564ba220ef4de324a53bf3cbbd5414f882,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.301696,51.514794,On or near Supermarket,E01001225,Ealing 020C,Investigation complete; no suspect identified
fe5feea9cd17529377328bcbe8e5c2564ba220ef4de324a53bf3cbbd5414f882,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.301696,51.514794,On or near Supermarket,E01001225,Ealing 020C,Investigation complete; no suspect identified
d12acb21754ef976a0e7860893d8ec4014ed6fcff207eb187c955b2c5e0350d2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.330691,51.518411,On or near FRAMFIELD ROAD,E01001206,Ealing 018C,Investigation complete; no suspect identified
566fcf8163596996d6643cc275d573cd3bd78ba4c1312b98cd953950612f1fab,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.393242,51.534850,On or near BEAUVAIS TERRACE,E01001327,Ealing 009B,Investigation complete; no suspect identified
566fcf8163596996d6643cc275d573cd3bd78ba4c1312b98cd953950612f1fab,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.393242,51.534850,On or near BEAUVAIS TERRACE,E01001327,Ealing 009B,Investigation complete; no suspect identified
174fa1f287b2695310a99d073de952ed64d014fac333f7433602d3142284d3f5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.370381,51.536280,On or near LEANDER ROAD,E01001263,Ealing 010D,Investigation complete; no suspect identified
b8c4f29562199770af4206776ca385be0c56f93e3f478be56a81ec7176b9a956,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.292078,51.524168,On or near HANGER LANE (NORTH CIRCULAR ROAD),E01001280,Ealing 011D,Investigation complete; no suspect identified
324c095a9962dd6e15b5a9a716b608bfed3b5b11227be39cea791c7678cf6f6a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.223789,51.576417,On or near ,E01000307,Barnet 039D,Investigation complete; no suspect identified
e47df22c3116a59645cf8661981a1bda5c80fd3727bfa4d14aa2d04e63ca6229,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.196689,51.576047,On or near Hoop Lane,E01000212,Barnet 035D,Investigation complete; no suspect identified
8eca7ba5e9394b8b0b126e701dca8d0896da9058025bd2f74bf5bd0cf33aa675,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.333752,51.588927,On or near Milton Road,E01002180,Harrow 013B,Investigation complete; no suspect identified
b8bb9fea193a5138901a8e7e5a4509c0644d1542cb199b4b35b5c769e4dfa74b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.155330,51.606267,On or near ,E01000164,Barnet 022D,Investigation complete; no suspect identified
4b2ffd348136b2c9966eb0947f416f47438eb7e55c17107f772a0b8b89892dd8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.117073,51.448695,On or near Craster Road,E01003173,Lambeth 020C,Investigation complete; no suspect identified
fff979e99ff93a14b481b79e7a73e4bdcb758fb844ab71ddcc6cb68af64d22ff,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.115241,51.455805,On or near Crownstone Road,E01003176,Lambeth 016E,Investigation complete; no suspect identified
cb387392b140c14f07b6c32486f5646970b500dfb5049c5505b73f253d07731a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105928,51.468659,On or near Loughborough Road,E01003046,Lambeth 009A,Investigation complete; no suspect identified
8a111fc0d8c57029d23ed97ae557eb5d6bb2738d67fb6618de16b83fc18e90a4,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.111250,51.488654,On or near Kennington Lane,E01003107,Lambeth 003D,Investigation complete; no suspect identified
806db8aed2424c70303ec3d48ed392d1133a1c03b229cd028c35ba7399558194,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.124642,51.430453,On or near Angles Road,E01003155,Lambeth 029E,Investigation complete; no suspect identified
f7bd0a9a97a3b4ffc2054e426983415d00c6bae43f18a6fc755ecda85f3c57d9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.119752,51.437083,On or near Lydhurst Avenue,E01003135,Lambeth 026C,Investigation complete; no suspect identified
fa39db45c2071e5a593d7e6c4a0f189db4a550335d8282ce54a55522002f4a0c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.107926,51.467342,On or near Angell Road,E01003049,Lambeth 011C,Investigation complete; no suspect identified
230606be2182cab2a76027d43e06f1c5ca19d2ac6eb6bd10f7f76773d7647988,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105996,51.489262,On or near Othello Close,E01003108,Lambeth 002B,Investigation complete; no suspect identified
fa7fba4a591a57557c1c195a6bd4c89b634986be5c7ac5c9d8071087294b2b93,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.117649,51.499071,On or near ,E01003013,Lambeth 036A,Investigation complete; no suspect identified
a8cd6a61b99830c1a13ea880378a3510a89da0eb8cec811536ba2d92c3279cc4,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.114617,51.487710,On or near Brangton Road,E01003107,Lambeth 003D,Investigation complete; no suspect identified
36c50a3f7a3f3eb97bc268ab53bdaff1ffd2b34fd9e93e7ab7b6b094868ef7a5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.117434,51.504643,On or near ,E01032582,Lambeth 036E,Investigation complete; no suspect identified
625b5b94abeefb8f8cbc6272da932dc9e79b2383dca8ad79b09aee5f6b7386d0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.121473,51.362139,On or near Kings Way,E01001167,Croydon 028A,Investigation complete; no suspect identified
625b5b94abeefb8f8cbc6272da932dc9e79b2383dca8ad79b09aee5f6b7386d0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.121473,51.362139,On or near Kings Way,E01001167,Croydon 028A,Investigation complete; no suspect identified
625b5b94abeefb8f8cbc6272da932dc9e79b2383dca8ad79b09aee5f6b7386d0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.121473,51.362139,On or near Kings Way,E01001167,Croydon 028A,Investigation complete; no suspect identified
9d07aabaea0415ae7fd8a548a817de57671a0b6646ee40dc127db423580dc9d6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.111186,51.495451,On or near KENNINGTON ROAD,E01003014,Lambeth 036B,Investigation complete; no suspect identified
24a98559e6f63973daa6d241873858b86f96a6fc1c55eadb9ee3440aca8d55db,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.110111,51.460111,On or near MARCUS GARVEY WAY,E01003052,Lambeth 016C,Investigation complete; no suspect identified
634b11b98d376f39ebb2516b2586b1a0f77f6949c831c57d9cd7421bc520641d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.126684,51.439622,On or near ARDWELL ROAD,E01003131,Lambeth 026B,Investigation complete; no suspect identified
42c0ffbb9c14e02f5b0f40f48c0b236a1186a7535504d0b59707fdeda3191890,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.121868,51.454257,On or near HALLIWELL ROAD,E01003018,Lambeth 020A,Investigation complete; no suspect identified
6f4840f003806bb15fd6729048becc67c126ecf72ce2610e496f8c153e3f4bfd,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.493668,51.469668,On or near Bedfont Court,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
e1747eb6a82f734dff7f7550372d3735db57c49a41d3825caf3b1a690f4b2161,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.493668,51.469668,On or near Bedfont Court,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
92d71ba5e7939c1697f66c255c9c415673c1321275a2356e46b4ffd3e795fee8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.429138,51.589029,On or near Ruislip Lido Railway,E01002538,Hillingdon 005C,Investigation complete; no suspect identified
8ddaf2fab90655ce1d5c0cc1ea582bcd36d96b365acf7cb24ef80c4deb90a9ef,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.468362,51.607837,On or near Northwood Road,E01002440,Hillingdon 003C,Investigation complete; no suspect identified
777f1914162f712df701a92fe677df5811b16546d3b31f13846d36af289a1f41,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.423343,51.573368,On or near A4180,E01002535,Hillingdon 007E,Investigation complete; no suspect identified
22efd99f10db0eb478f8ea5fe0bb434c4413b4fc1aede15693a70fc565c502e7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.414845,51.525595,On or near Burns Close,E01002392,Hillingdon 020A,Investigation complete; no suspect identified
8961a16970f009c002fc50eb3a7450ef215f8c8ddeaaeaccc37d6106a7ff0443,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.477560,51.604423,On or near Wickham Close,E01002440,Hillingdon 003C,Investigation complete; no suspect identified
e74d5c8b3acbe7a63ea0c2c752c1d08eb68e1bf78737de17962f406642cf652a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.419061,51.518763,On or near Parsonage Close,E01002508,Hillingdon 026E,Investigation complete; no suspect identified
fca0183e0160a529f757dac49c31bfa9443f949581a3c1aa02c6e0793f105804,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.384333,51.522589,On or near West Quay Drive,E01002544,Hillingdon 023B,Investigation complete; no suspect identified
6c1c535442435b5b8a394b1fde2ce04de0a25d6418f09f26526c9d44801362f9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.452489,51.469799,On or near ,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
157a4a4b5f39a7a7045ff53488ec0e3a0a41ba930583621c12c8ed1e4be642a5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.482594,51.531355,On or near Barchester Close,E01033724,Hillingdon 016F,Investigation complete; no suspect identified
157a4a4b5f39a7a7045ff53488ec0e3a0a41ba930583621c12c8ed1e4be642a5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.482594,51.531355,On or near Barchester Close,E01033724,Hillingdon 016F,Investigation complete; no suspect identified
348a6f3a63d6a328beafd60c98ca8f72d2b2ac554dc68a27f148c04c61cda967,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.425765,51.520796,On or near Queens Road,E01002504,Hillingdon 027D,Investigation complete; no suspect identified
7394e3893223baab6660e4d54a65dafcee48b383bb221d26e31a77919d6503fd,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.417128,51.516732,On or near St Mary's Crescent,E01002502,Hillingdon 026C,Investigation complete; no suspect identified
0b4b69521a078cd029b3ded12790f750663d1073fd3ef6a7883a023d010a31aa,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.458997,51.547036,On or near Blossom Way,E01002516,Hillingdon 013E,Investigation complete; no suspect identified
f067854f8b2781684e4ba171c6bfa354d1cff0f3495e3e8b7a3590d4a6f27f64,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.481707,51.547610,On or near ,E01002521,Hillingdon 016C,Investigation complete; no suspect identified
71c6975c96d84865ab4bbf2f6fb42dca241873f29897afc51e7d5100521e7f9e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.471494,51.536049,On or near TURNPIKE LANE,E01002414,Hillingdon 015A,Investigation complete; no suspect identified
5e761a8bbef04358cd6775773db119d19ff45c6d1d0b62685c8515f0099e73d2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.399196,51.572690,On or near MELTON CLOSE,E01002420,Hillingdon 008C,Investigation complete; no suspect identified
dd504c7d6d6165097a992971f4960f524da82d2ae80ad1c6f68dc04b95fbb926,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.441649,51.545700,On or near RYEFIELD AVENUE,E01002450,Hillingdon 014A,Investigation complete; no suspect identified
836339c18193f89b40165598dec1d8a671294e9c41c3e5cf9db5343596726b5a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.413201,51.520231,On or near COLERIDGE WAY,E01002398,Hillingdon 021D,Investigation complete; no suspect identified
f26484965411e6aa0623714382503e78a1f54d7584d3eacc296ec016b55d62ec,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.284444,51.467225,On or near Market Road,E01003862,Richmond upon Thames 004D,Investigation complete; no suspect identified
41379f390e49cffc716d38f8e173cfc37eab6d5651529f10353a0be5cd1aadba,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.317112,51.427664,On or near ,E01003835,Richmond upon Thames 022B,Investigation complete; no suspect identified
474dca1efaa9a8f2c01204ca556ad8839f1cd607040b15fa13caff8eba5123b0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.281511,51.475923,On or near MORTLAKE ROAD,E01003846,Richmond upon Thames 002A,Investigation complete; no suspect identified
ff4b706d13e44b3c6d0079cb5788519633b69ce8ae2ad457bbd4289ecc96db97,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.263680,51.493465,On or near Essex Road,E01032573,Hounslow 029E,Investigation complete; no suspect identified
1fee6a554a31b8ba63713fb1b70fb3ac3a798caead22193c97db688d97696abb,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.356519,51.472745,On or near Kingsley Road,E01002642,Hounslow 015A,Investigation complete; no suspect identified
7eefe47a69e1207e6b2ac87975ad7879b25d7065b24bb39270b3adc508b8aeb7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.253376,51.493195,On or near Orchard Place,E01002570,Hounslow 001B,Investigation complete; no suspect identified
1f0b16de1e57ba58f5eade5f7a69f9620b2c0f132add0eef7c5b72cfce7c466a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.414407,51.446466,On or near Hazel Grove,E01033000,Hounslow 025F,Investigation complete; no suspect identified
ca0383474928512a4a96dce22fa7b669d14ca70c5cbec5f92f9d844730cc1e50,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.362432,51.457603,On or near Whitton Road,E01003906,Richmond upon Thames 010B,Investigation complete; no suspect identified
