ward_name,month_num,predicted_burglaries,actual_burglaries
Chiswick Homefields Ward,12,6.6061907,5
Chiswick Riverside Ward,1,4.8130355,10
Chiswick Riverside Ward,2,5.3413076,6
Chiswick Riverside Ward,3,4.9472375,8
Chiswick Riverside Ward,4,4.42778,11
Chiswick Riverside Ward,5,5.598025,9
Chiswick Riverside Ward,6,5.676169,3
Chiswick Riverside Ward,7,4.977807,4
Chiswick Riverside Ward,8,4.823344,2
Chiswick Riverside Ward,9,4.697876,1
Chiswick Riverside Ward,10,4.6072936,6
Chiswick Riverside Ward,11,4.7497053,10
Chiswick Riverside Ward,12,4.829159,8
Church Street Ward,1,8.581119,11
Church Street Ward,2,9.836715,4
Church Street Ward,3,8.892305,8
Church Street Ward,4,7.9082623,6
Church Street Ward,5,6.955469,8
Church Street Ward,6,6.2809577,12
Church Street Ward,7,7.089521,6
Church Street Ward,8,6.754757,8
Church Street Ward,9,6.2839475,5
Church Street Ward,10,6.454306,5
Church Street Ward,11,6.279671,11
Church Street Ward,12,6.774815,3
Churchfields Ward,1,5.8714714,8
Churchfields Ward,2,4.8821144,6
Churchfields Ward,3,4.9751205,5
Churchfields Ward,4,4.050258,2
Churchfields Ward,5,4.383827,7
Churchfields Ward,6,4.68224,8
Churchfields Ward,7,4.9013495,6
Churchfields Ward,8,4.5209565,6
Churchfields Ward,9,4.420663,6
Churchfields Ward,10,5.206325,8
Churchfields Ward,11,5.876062,4
Churchfields Ward,12,5.4554863,2
Clapham Common & Abbeville Ward,1,5.9989715,5
Clapham Common & Abbeville Ward,2,5.723201,3
Clapham Common & Abbeville Ward,3,5.9094067,11
Clapham Common & Abbeville Ward,4,5.729945,10
Clapham Common & Abbeville Ward,5,5.7742214,6
Clapham Common & Abbeville Ward,6,5.27071,5
Clapham Common & Abbeville Ward,7,4.9525123,10
Clapham Common & Abbeville Ward,8,5.8481336,11
Clapham Common & Abbeville Ward,9,6.770406,7
Clapham Common & Abbeville Ward,10,6.283117,13
Clapham Common & Abbeville Ward,11,6.81285,8
Clapham Common & Abbeville Ward,12,7.1775966,8
Clapham East Ward,1,4.2315364,7
Clapham East Ward,2,4.559163,2
Clapham East Ward,3,4.6347237,10
Clapham East Ward,4,5.186321,9
Clapham East Ward,5,5.2177095,10
Clapham East Ward,6,5.784071,14
Clapham East Ward,7,6.9042325,1
Clapham East Ward,8,6.2465887,5
Clapham East Ward,9,6.7202916,4
Clapham East Ward,10,6.9371853,12
Clapham East Ward,11,6.993574,1
Clapham East Ward,12,6.4082093,6
Clapham Park Ward,1,6.3414135,8
Clapham Park Ward,2,6.3227563,4
Clapham Park Ward,3,6.0159984,6
Clapham Park Ward,4,5.5130363,8
Clapham Park Ward,5,5.895375,6
Clapham Park Ward,6,5.342875,5
Clapham Park Ward,7,5.485206,3
Clapham Park Ward,8,5.1178255,6
Clapham Park Ward,9,5.1354065,2
Clapham Park Ward,10,5.478581,3
Clapham Park Ward,11,5.030637,4
Clapham Park Ward,12,4.8501625,6
Clapham Town Ward,1,13.828104,17
Clapham Town Ward,2,12.063472,12
Clapham Town Ward,3,12.201483,9
Clapham Town Ward,4,10.722649,14
Clapham Town Ward,5,11.71295,11
Clapham Town Ward,6,11.693292,19
Clapham Town Ward,7,12.118994,12
Clapham Town Ward,8,11.215812,8
Clapham Town Ward,9,11.144235,15
Clapham Town Ward,10,11.647793,15
Clapham Town Ward,11,12.068038,14
Clapham Town Ward,12,11.853127,11
Clayhall Ward,1,4.6170983,5
Clayhall Ward,2,4.6731668,3
Clayhall Ward,3,4.0969777,6
Clayhall Ward,4,3.3843982,3
Clayhall Ward,5,3.1781938,5
Clayhall Ward,6,3.3399074,5
Clayhall Ward,7,3.5104291,5
Clayhall Ward,8,3.5389624,2
Clayhall Ward,9,3.397095,8
Clayhall Ward,10,4.404335,3
Clayhall Ward,11,4.551159,7
Clayhall Ward,12,4.844861,7
Clementswood Ward,1,3.5377407,5
Clementswood Ward,2,3.304275,6
Clementswood Ward,3,3.8774657,4
Clementswood Ward,4,3.3219626,0
Clementswood Ward,5,3.3712976,3
Clementswood Ward,6,3.229799,2
Clementswood Ward,7,3.2877965,1
Clementswood Ward,8,3.0454488,3
Clementswood Ward,9,3.0741813,0
Clementswood Ward,10,2.9184012,5
Clementswood Ward,11,3.4006014,3
Clementswood Ward,12,3.4887516,2
Clerkenwell Ward,1,8.727819,12
Clerkenwell Ward,2,9.421824,11
Clerkenwell Ward,3,9.545523,7
Clerkenwell Ward,4,8.16469,14
Clerkenwell Ward,5,9.122546,9
Clerkenwell Ward,6,8.48745,11
Clerkenwell Ward,7,9.085775,7
Clerkenwell Ward,8,8.828983,11
Clerkenwell Ward,9,8.825437,16
Clerkenwell Ward,10,9.796785,11
Clerkenwell Ward,11,9.084623,11
Clerkenwell Ward,12,9.470317,11
Clissold Ward,1,8.649318,7
Clissold Ward,2,7.189844,5
Clissold Ward,3,6.836282,5
Clissold Ward,4,6.05582,12
Clissold Ward,5,7.740609,6
Clissold Ward,6,7.036764,5
Clissold Ward,7,6.149988,5
Clissold Ward,8,5.8200154,7
Clissold Ward,9,5.847112,2
Clissold Ward,10,6.2615504,8
Clissold Ward,11,6.432228,5
Clissold Ward,12,5.8402123,4
Clock House Ward,1,5.854598,12
Clock House Ward,2,6.142245,4
Clock House Ward,3,5.556625,5
Clock House Ward,4,4.5826187,4
Clock House Ward,5,4.633155,2
Clock House Ward,6,4.4081845,6
Clock House Ward,7,4.8931127,2
Clock House Ward,8,4.1488175,2
Clock House Ward,9,4.154172,4
Clock House Ward,10,4.526696,3
Clock House Ward,11,4.925713,5
Clock House Ward,12,4.4301376,4
Cockfosters Ward,1,5.5764318,5
Cockfosters Ward,2,4.970255,5
Cockfosters Ward,3,4.587386,4
Cockfosters Ward,4,3.6584928,3
Cockfosters Ward,5,3.4477687,2
Cockfosters Ward,6,3.2766042,6
Cockfosters Ward,7,3.6533914,5
Cockfosters Ward,8,3.4306655,5
Cockfosters Ward,9,3.4833426,6
Cockfosters Ward,10,4.39123,4
Cockfosters Ward,11,4.799319,13
Cockfosters Ward,12,6.051512,11
Coleman Street Ward,1,1.3038645,0
Coleman Street Ward,2,0.70573187,1
Coleman Street Ward,3,1.0300794,3
Coleman Street Ward,4,1.2549528,4
Coleman Street Ward,5,1.52077,1
Coleman Street Ward,6,0.5401256,2
Coleman Street Ward,7,0.5368602,0
Coleman Street Ward,8,0.5517338,3
Coleman Street Ward,9,1.3249226,1
Coleman Street Ward,10,0.9528718,1
Coleman Street Ward,11,0.49713075,2
Coleman Street Ward,12,0.62085587,5
Colham & Cowley Ward,1,5.35812,6
Colham & Cowley Ward,2,5.395067,8
Colham & Cowley Ward,3,5.3759704,4
Colham & Cowley Ward,4,4.501917,5
Colham & Cowley Ward,5,4.476833,5
Colham & Cowley Ward,6,4.0699525,7
Colham & Cowley Ward,7,4.4673533,2
Colham & Cowley Ward,8,4.0487933,5
Colham & Cowley Ward,9,4.135673,4
Colham & Cowley Ward,10,4.6570706,7
Colham & Cowley Ward,11,5.0733933,7
Colham & Cowley Ward,12,4.982126,2
Colindale North Ward,1,3.7695818,3
Colindale North Ward,2,3.5153213,3
Colindale North Ward,3,3.2985277,2
Colindale North Ward,4,2.3433328,7
Colindale North Ward,5,3.1268702,5
Colindale North Ward,6,2.8512752,8
Colindale North Ward,7,3.4454637,4
Colindale North Ward,8,3.0632622,2
Colindale North Ward,9,3.0090253,7
Colindale North Ward,10,4.454793,4
Colindale North Ward,11,4.6713142,9
Colindale North Ward,12,4.798615,1
Colindale South Ward,1,8.487979,9
Colindale South Ward,2,7.6446314,6
Colindale South Ward,3,6.385094,8
Colindale South Ward,4,5.6882997,6
Colindale South Ward,5,5.752045,8
Colindale South Ward,6,6.6779366,2
Colindale South Ward,7,6.0068316,7
Colindale South Ward,8,5.520149,7
Colindale South Ward,9,5.1650815,16
Colindale South Ward,10,6.3759904,16
Colindale South Ward,11,7.395209,12
Colindale South Ward,12,7.7393117,11
College Park & Old Oak Ward,1,10.143428,12
College Park & Old Oak Ward,2,9.39954,7
College Park & Old Oak Ward,3,8.79613,7
College Park & Old Oak Ward,4,8.928118,6
College Park & Old Oak Ward,5,8.701025,10
College Park & Old Oak Ward,6,8.694811,8
College Park & Old Oak Ward,7,8.599651,9
College Park & Old Oak Ward,8,7.832015,6
College Park & Old Oak Ward,9,7.4638157,7
College Park & Old Oak Ward,10,7.554376,5
College Park & Old Oak Ward,11,7.981528,1
College Park & Old Oak Ward,12,7.405355,4
Colliers Wood Ward,1,4.259968,1
Colliers Wood Ward,2,3.5421972,2
Colliers Wood Ward,3,3.4139347,4
Colliers Wood Ward,4,3.337274,2
Colliers Wood Ward,5,3.8013616,8
Colliers Wood Ward,6,3.7882862,9
Colliers Wood Ward,7,4.233983,5
Colliers Wood Ward,8,4.0927715,7
Colliers Wood Ward,9,4.7487006,5
Colliers Wood Ward,10,5.3058314,3
Colliers Wood Ward,11,5.1974974,1
Colliers Wood Ward,12,4.3947926,3
Colville Ward,1,9.685446,13
Colville Ward,2,8.684068,12
Colville Ward,3,9.120738,9
Colville Ward,4,8.600661,13
Colville Ward,5,10.118302,10
Colville Ward,6,9.920064,6
Colville Ward,7,9.822573,15
Colville Ward,8,9.996298,11
Colville Ward,9,9.690032,8
Colville Ward,10,10.23689,10
Colville Ward,11,10.481422,6
Colville Ward,12,9.675818,15
Coningham Ward,1,7.109993,6
Coningham Ward,2,6.512301,3
Coningham Ward,3,6.106495,4
Coningham Ward,4,6.059252,8
Coningham Ward,5,6.3868093,6
Coningham Ward,6,5.6961555,6
Coningham Ward,7,5.571681,4
Coningham Ward,8,5.0428658,10
Coningham Ward,9,5.841408,9
Coningham Ward,10,6.3193994,8
Coningham Ward,11,5.9570575,10
Coningham Ward,12,6.5122013,13
Coombe Hill Ward,1,3.8424914,3
Coombe Hill Ward,2,3.7500775,2
Coombe Hill Ward,3,2.976306,4
Coombe Hill Ward,4,2.2790473,3
Coombe Hill Ward,5,2.3914807,3
Coombe Hill Ward,6,2.101673,2
Coombe Hill Ward,7,1.9753209,5
Coombe Hill Ward,8,2.0662277,3
Coombe Hill Ward,9,2.242919,7
Coombe Hill Ward,10,3.0951436,3
Coombe Hill Ward,11,3.1611028,4
Coombe Hill Ward,12,3.1404004,4
Coombe Vale Ward,1,4.4188266,3
Coombe Vale Ward,2,4.2695594,3
Coombe Vale Ward,3,3.928446,4
Coombe Vale Ward,4,3.0531642,2
Coombe Vale Ward,5,2.3384387,1
Coombe Vale Ward,6,1.9648852,1
Coombe Vale Ward,7,2.2626061,6
Coombe Vale Ward,8,2.893593,1
Coombe Vale Ward,9,2.1627178,0
Coombe Vale Ward,10,2.3317776,2
Coombe Vale Ward,11,2.354946,6
Coombe Vale Ward,12,2.9009576,3
Cordwainer Ward,1,1.0464244,1
Cordwainer Ward,2,0.54051834,0
Cordwainer Ward,3,0.84593886,2
Cordwainer Ward,4,0.29448837,2
Cordwainer Ward,5,0.5336424,0
Cordwainer Ward,6,0.63417614,2
Cordwainer Ward,7,0.5817381,4
Cordwainer Ward,8,1.1713829,2
Cordwainer Ward,9,0.6806249,1
Cordwainer Ward,10,0.6979516,0
Cordwainer Ward,11,0.6334388,1
Cordwainer Ward,12,0.79415184,2
Cornhill Ward,1,1.0730025,2
Cornhill Ward,2,0.5771489,0
Cornhill Ward,3,0.605421,0
Cornhill Ward,4,0.32980046,1
Cornhill Ward,5,0.5340995,1
Cornhill Ward,6,0.45868346,1
Cornhill Ward,7,0.49785754,0
Cornhill Ward,8,0.49785754,1
Cornhill Ward,9,0.49785754,1
Cornhill Ward,10,0.57937914,1
Cornhill Ward,11,0.44385388,0
Cornhill Ward,12,0.42757756,0
Coulsdon Town Ward,1,3.4662373,2
Coulsdon Town Ward,2,3.0403533,0
Coulsdon Town Ward,3,2.8519242,3
Coulsdon Town Ward,4,2.3076942,1
Coulsdon Town Ward,5,2.214999,3
Coulsdon Town Ward,6,2.2535048,2
Coulsdon Town Ward,7,1.9835601,4
Coulsdon Town Ward,8,2.0497367,1
Coulsdon Town Ward,9,2.1032362,5
Coulsdon Town Ward,10,2.4621422,2
Coulsdon Town Ward,11,2.7667348,5
Coulsdon Town Ward,12,2.6920602,4
Courtfield Ward,1,7.408167,10
Courtfield Ward,2,7.207765,8
Courtfield Ward,3,7.570759,7
Courtfield Ward,4,6.57309,12
Courtfield Ward,5,6.571439,14
Courtfield Ward,6,7.196043,11
Courtfield Ward,7,7.768134,11
Courtfield Ward,8,7.759653,9
Courtfield Ward,9,7.304659,10
Courtfield Ward,10,8.582806,11
Courtfield Ward,11,8.865421,11
Courtfield Ward,12,8.663842,13
Cranbrook Ward,1,4.9788423,8
Cranbrook Ward,2,4.556998,1
Cranbrook Ward,3,4.185235,3
Cranbrook Ward,4,3.812384,2
Cranbrook Ward,5,3.9013784,1
Cranbrook Ward,6,3.3510532,1
Cranbrook Ward,7,3.2175136,7
Cranbrook Ward,8,3.5520906,5
Cranbrook Ward,9,3.413003,4
Cranbrook Ward,10,3.6393244,3
Cranbrook Ward,11,3.8612497,1
Cranbrook Ward,12,3.6160843,6
Cranford Ward,1,7.7149787,8
Cranford Ward,2,6.804691,7
Cranford Ward,3,6.514987,5
Cranford Ward,4,5.895328,10
Cranford Ward,5,6.103257,4
Cranford Ward,6,5.4148636,0
Cranford Ward,7,5.179233,2
Cranford Ward,8,4.272231,3
Cranford Ward,9,4.2505393,5
Cranford Ward,10,4.7724476,9
Cranford Ward,11,4.9893684,6
Cranford Ward,12,4.92044,2
Cranham Ward,1,2.677063,4
Cranham Ward,2,2.166095,2
Cranham Ward,3,1.8065623,7
Cranham Ward,4,2.288701,1
Cranham Ward,5,2.0578008,0
Cranham Ward,6,1.9635038,1
Cranham Ward,7,1.751765,2
Cranham Ward,8,1.5119646,0
Cranham Ward,9,2.0184412,6
Cranham Ward,10,2.3866634,1
Cranham Ward,11,2.0735853,4
Cranham Ward,12,2.1820927,1
Crayford Ward,1,4.8209777,11
Crayford Ward,2,5.0648026,1
Crayford Ward,3,3.924748,4
Crayford Ward,4,3.1521091,7
Crayford Ward,5,4.2732167,2
Crayford Ward,6,3.720945,4
Crayford Ward,7,3.612975,4
Crayford Ward,8,3.222726,3
Crayford Ward,9,3.4886305,5
Crayford Ward,10,3.8693166,3
Crayford Ward,11,3.8881507,5
Crayford Ward,12,3.7478116,2
Cricket Green Ward,1,5.0908875,5
Cricket Green Ward,2,4.7803607,5
Cricket Green Ward,3,4.385242,6
Cricket Green Ward,4,4.490566,5
Cricket Green Ward,5,4.30121,3
Cricket Green Ward,6,4.367484,3
Cricket Green Ward,7,4.5584416,1
Cricket Green Ward,8,4.323938,15
Cricket Green Ward,9,5.9017973,7
Cricket Green Ward,10,5.97993,7
Cricket Green Ward,11,5.6958776,15
Cricket Green Ward,12,7.2129087,6
Cricklewood & Mapesbury Ward,1,12.068831,7
Cricklewood & Mapesbury Ward,2,10.315337,12
Cricklewood & Mapesbury Ward,3,10.723761,9
Cricklewood & Mapesbury Ward,4,10.195019,7
Cricklewood & Mapesbury Ward,5,9.3171215,11
Cricklewood & Mapesbury Ward,6,9.315282,12
Cricklewood & Mapesbury Ward,7,9.258594,13
Cricklewood & Mapesbury Ward,8,9.563903,5
Cricklewood & Mapesbury Ward,9,8.576349,10
Cricklewood & Mapesbury Ward,10,9.673364,11
Cricklewood & Mapesbury Ward,11,9.841009,7
Cricklewood & Mapesbury Ward,12,9.134866,12
Cricklewood Ward,1,10.354659,16
Cricklewood Ward,2,10.021385,7
Cricklewood Ward,3,9.64745,18
Cricklewood Ward,4,9.528227,8
Cricklewood Ward,5,8.403685,10
Cricklewood Ward,6,9.087463,12
Cricklewood Ward,7,9.183713,8
Cricklewood Ward,8,9.444475,8
Cricklewood Ward,9,8.726941,3
Cricklewood Ward,10,8.658478,14
Cricklewood Ward,11,9.110799,8
Cricklewood Ward,12,9.070538,10
Cripplegate Ward,1,0.46840653,3
Cripplegate Ward,2,0.87692213,1
Cripplegate Ward,3,0.53427744,0
Cripplegate Ward,4,-0.012463169,0
Cripplegate Ward,5,0.3097397,2
Cripplegate Ward,6,0.26129973,2
Cripplegate Ward,7,0.40947205,0
Cripplegate Ward,8,0.2255149,1
Cripplegate Ward,9,0.33522743,0
Cripplegate Ward,10,0.551573,1
Cripplegate Ward,11,0.61620915,1
Cripplegate Ward,12,0.4201677,1
Crofton Park Ward,1,7.199427,2
Crofton Park Ward,2,6.913361,7
Crofton Park Ward,3,6.5422754,3
Crofton Park Ward,4,5.988097,10
Crofton Park Ward,5,6.1005926,6
Crofton Park Ward,6,5.9117002,5
Crofton Park Ward,7,5.9306164,2
Crofton Park Ward,8,5.05948,10
Crofton Park Ward,9,6.001808,4
Crofton Park Ward,10,6.4911556,5
Crofton Park Ward,11,5.844012,1
Crofton Park Ward,12,5.1977415,2
Crook Log Ward,1,5.382113,8
Crook Log Ward,2,5.164613,7
Crook Log Ward,3,4.5181723,6
Crook Log Ward,4,4.0689607,4
Crook Log Ward,5,4.0571637,5
Crook Log Ward,6,4.3793087,2
Crook Log Ward,7,3.900993,2
Crook Log Ward,8,3.4657848,2
Crook Log Ward,9,3.0496578,2
Crook Log Ward,10,3.2415795,7
Crook Log Ward,11,4.111309,9
Crook Log Ward,12,4.4411454,8
Crouch End Ward,1,12.136208,7
Crouch End Ward,2,10.017042,8
Crouch End Ward,3,9.480274,9
Crouch End Ward,4,8.460793,9
Crouch End Ward,5,8.364034,11
Crouch End Ward,6,8.881234,8
Crouch End Ward,7,8.2262535,14
Crouch End Ward,8,8.903761,8
Crouch End Ward,9,8.187962,9
Crouch End Ward,10,8.436765,12
Crouch End Ward,11,8.9690275,11
Crouch End Ward,12,8.956721,14
Crystal Palace & Anerley Ward,1,7.8767557,5
Crystal Palace & Anerley Ward,2,6.4312325,9
Crystal Palace & Anerley Ward,3,5.680314,3
Crystal Palace & Anerley Ward,4,5.6234856,2
Crystal Palace & Anerley Ward,5,5.4502306,12
Crystal Palace & Anerley Ward,6,6.2710876,5
Crystal Palace & Anerley Ward,7,5.9447336,5
Crystal Palace & Anerley Ward,8,5.206437,2
Crystal Palace & Anerley Ward,9,4.5638533,4
Crystal Palace & Anerley Ward,10,5.3895245,6
Crystal Palace & Anerley Ward,11,6.3060784,4
Crystal Palace & Anerley Ward,12,5.175455,9
Crystal Palace & Upper Norwood Ward,1,4.853832,8
Crystal Palace & Upper Norwood Ward,2,5.353044,5
Crystal Palace & Upper Norwood Ward,3,5.191297,5
Crystal Palace & Upper Norwood Ward,4,3.994127,3
Crystal Palace & Upper Norwood Ward,5,3.9540176,5
Crystal Palace & Upper Norwood Ward,6,4.417035,5
Crystal Palace & Upper Norwood Ward,7,4.825878,0
Crystal Palace & Upper Norwood Ward,8,4.3786445,0
Crystal Palace & Upper Norwood Ward,9,4.336242,4
Crystal Palace & Upper Norwood Ward,10,4.6816335,8
Crystal Palace & Upper Norwood Ward,11,5.5773625,9
Crystal Palace & Upper Norwood Ward,12,5.5889173,11
Custom House Ward,1,8.809786,14
Custom House Ward,2,8.720678,4
Custom House Ward,3,7.4033637,6
Custom House Ward,4,6.5382857,6
Custom House Ward,5,6.217438,2
Custom House Ward,6,6.2150726,7
Custom House Ward,7,7.113448,10
Custom House Ward,8,7.1157465,6
Custom House Ward,9,6.7486863,5
Custom House Ward,10,6.288575,4
Custom House Ward,11,6.628776,6
Custom House Ward,12,6.565653,3
Dalgarno Ward,1,4.0240836,3
Dalgarno Ward,2,3.629694,2
Dalgarno Ward,3,3.2480812,3
Dalgarno Ward,4,2.9750726,6
Dalgarno Ward,5,3.5656512,4
Dalgarno Ward,6,3.5532722,0
Dalgarno Ward,7,3.0827913,1
Dalgarno Ward,8,2.6761508,6
Dalgarno Ward,9,3.5661602,6
Dalgarno Ward,10,4.1426177,4
Dalgarno Ward,11,3.7693305,8
Dalgarno Ward,12,4.0792565,4
Dalston Ward,1,15.284337,7
Dalston Ward,2,12.561545,9
Dalston Ward,3,11.645936,8
Dalston Ward,4,10.42519,11
Dalston Ward,5,10.1665125,4
Dalston Ward,6,9.1163025,3
Dalston Ward,7,8.502505,3
Dalston Ward,8,8.208687,6
Dalston Ward,9,7.706478,7
Dalston Ward,10,7.4887414,14
Dalston Ward,11,7.651612,9
Dalston Ward,12,7.294786,11
Darwin Ward,1,3.05614,1
Darwin Ward,2,2.92825,3
Darwin Ward,3,2.0205784,1
Darwin Ward,4,1.4449486,7
Darwin Ward,5,2.6374009,3
Darwin Ward,6,2.2676668,4
Darwin Ward,7,2.187849,0
Darwin Ward,8,2.12767,3
Darwin Ward,9,2.383706,0
Darwin Ward,10,2.933749,1
Darwin Ward,11,2.6453512,1
Darwin Ward,12,2.550382,3
De Beauvoir Ward,1,6.8689227,5
De Beauvoir Ward,2,5.4790225,9
De Beauvoir Ward,3,6.501632,3
De Beauvoir Ward,4,5.789058,4
De Beauvoir Ward,5,5.9591208,11
De Beauvoir Ward,6,6.2959614,7
De Beauvoir Ward,7,5.9601836,2
De Beauvoir Ward,8,5.301991,5
De Beauvoir Ward,9,4.9081593,5
De Beauvoir Ward,10,5.3914,11
De Beauvoir Ward,11,6.253276,4
De Beauvoir Ward,12,5.3478966,4
Deptford Ward,1,17.013668,23
Deptford Ward,2,14.926959,17
Deptford Ward,3,15.359106,6
Deptford Ward,4,12.414846,9
Deptford Ward,5,11.433144,9
Deptford Ward,6,11.192322,27
Deptford Ward,7,12.087032,21
Deptford Ward,8,13.121611,19
Deptford Ward,9,13.006767,10
Deptford Ward,10,12.507219,6
Deptford Ward,11,11.694446,7
Deptford Ward,12,10.908596,9
Dollis Hill Ward,1,13.366602,14
Dollis Hill Ward,2,12.044295,19
Dollis Hill Ward,3,12.743612,8
Dollis Hill Ward,4,10.697372,15
Dollis Hill Ward,5,10.734358,14
Dollis Hill Ward,6,11.383816,14
Dollis Hill Ward,7,11.18086,17
Dollis Hill Ward,8,11.75045,9
Dollis Hill Ward,9,10.849205,9
Dollis Hill Ward,10,11.401938,3
Dollis Hill Ward,11,11.45077,12
Dollis Hill Ward,12,10.579209,15
Dormers Wells Ward,1,4.502595,7
Dormers Wells Ward,2,4.3810225,3
Dormers Wells Ward,3,4.1552424,4
Dormers Wells Ward,4,3.4164011,6
Dormers Wells Ward,5,3.7847857,4
Dormers Wells Ward,6,3.6213331,4
Dormers Wells Ward,7,3.843348,5
Dormers Wells Ward,8,3.6015692,6
Dormers Wells Ward,9,3.917042,5
Dormers Wells Ward,10,4.0962563,8
Dormers Wells Ward,11,4.9618073,5
Dormers Wells Ward,12,4.512711,4
Dowgate Ward,1,0.45182136,0
Dowgate Ward,2,0.21914728,2
Dowgate Ward,3,0.40089133,2
Dowgate Ward,4,0.1323705,1
Dowgate Ward,5,0.30853695,0
Dowgate Ward,6,0.38395303,0
Dowgate Ward,7,0.42312706,0
Dowgate Ward,8,0.34771103,0
Dowgate Ward,9,0.34771103,1
Dowgate Ward,10,0.49012947,0
Dowgate Ward,11,0.43984485,1
Dowgate Ward,12,0.4026333,0
Downham Ward,1,5.0997,8
Downham Ward,2,5.7777796,3
Downham Ward,3,5.2780085,7
Downham Ward,4,4.9711833,4
Downham Ward,5,4.650232,5
Downham Ward,6,4.9739466,9
Downham Ward,7,5.29358,7
Downham Ward,8,5.2543607,6
Downham Ward,9,5.493128,5
Downham Ward,10,5.433872,8
Downham Ward,11,6.173412,8
Downham Ward,12,6.4921665,9
Dulwich Hill Ward,1,3.5874228,2
Dulwich Hill Ward,2,3.1420176,1
Dulwich Hill Ward,3,2.5899496,2
Dulwich Hill Ward,4,2.3548248,3
Dulwich Hill Ward,5,2.8649504,1
Dulwich Hill Ward,6,2.999958,5
Dulwich Hill Ward,7,2.7468107,3
Dulwich Hill Ward,8,2.6825318,1
Dulwich Hill Ward,9,2.2171056,4
Dulwich Hill Ward,10,3.0478191,4
Dulwich Hill Ward,11,3.4157214,1
Dulwich Hill Ward,12,2.9086697,0
Dulwich Village Ward,1,4.3268304,8
Dulwich Village Ward,2,4.1108694,5
Dulwich Village Ward,3,4.568402,8
Dulwich Village Ward,4,4.601409,1
Dulwich Village Ward,5,4.3084,2
Dulwich Village Ward,6,4.2018347,4
Dulwich Village Ward,7,4.4221735,6
Dulwich Village Ward,8,4.490988,4
Dulwich Village Ward,9,4.1303177,6
Dulwich Village Ward,10,4.6578116,6
Dulwich Village Ward,11,4.7952805,3
Dulwich Village Ward,12,4.6864986,2
Dulwich Wood Ward,1,5.3555865,8
Dulwich Wood Ward,2,4.9733057,7
Dulwich Wood Ward,3,5.212666,10
Dulwich Wood Ward,4,5.065906,2
Dulwich Wood Ward,5,4.649702,5
Dulwich Wood Ward,6,4.812665,9
Dulwich Wood Ward,7,5.271456,4
Dulwich Wood Ward,8,5.0525517,5
Dulwich Wood Ward,9,5.084361,7
Dulwich Wood Ward,10,5.4842033,6
Dulwich Wood Ward,11,5.8577375,11
Dulwich Wood Ward,12,6.0604587,10
Ealing Broadway Ward,1,7.494717,20
Ealing Broadway Ward,2,7.383143,7
Ealing Broadway Ward,3,7.2754602,8
Ealing Broadway Ward,4,5.9256186,6
Ealing Broadway Ward,5,5.592193,6
Ealing Broadway Ward,6,6.026809,6
Ealing Broadway Ward,7,6.1548166,9
Ealing Broadway Ward,8,5.8452687,4
Ealing Broadway Ward,9,5.6995406,5
Ealing Broadway Ward,10,5.7126374,17
Ealing Broadway Ward,11,6.7657113,16
Ealing Broadway Ward,12,7.17926,12
Ealing Common Ward,1,8.15068,9
Ealing Common Ward,2,7.7229896,10
Ealing Common Ward,3,7.528506,5
Ealing Common Ward,4,6.653402,9
Ealing Common Ward,5,6.1966143,2
Ealing Common Ward,6,6.2796016,4
Ealing Common Ward,7,6.7058454,7
Ealing Common Ward,8,6.3069344,2
Ealing Common Ward,9,5.935943,6
Ealing Common Ward,10,5.9172864,8
Ealing Common Ward,11,5.960271,10
Ealing Common Ward,12,6.053987,5
Earl's Court Ward,1,7.3113103,7
Earl's Court Ward,2,7.454213,9
Earl's Court Ward,3,7.9231267,7
Earl's Court Ward,4,6.294617,2
Earl's Court Ward,5,5.980304,8
Earl's Court Ward,6,5.983889,20
Earl's Court Ward,7,6.9785132,7
Earl's Court Ward,8,6.489954,6
Earl's Court Ward,9,6.247086,12
Earl's Court Ward,10,6.9825606,11
Earl's Court Ward,11,7.519289,7
Earl's Court Ward,12,7.339917,15
East Acton Ward,1,9.074562,17
East Acton Ward,2,9.27003,13
East Acton Ward,3,10.095192,3
East Acton Ward,4,8.080742,3
East Acton Ward,5,7.189857,11
East Acton Ward,6,7.8822064,3
East Acton Ward,7,7.8987246,2
East Acton Ward,8,6.9892287,4
East Acton Ward,9,5.6178107,8
East Acton Ward,10,6.771982,5
East Acton Ward,11,6.9804997,10
East Acton Ward,12,6.4306436,7
East Barnet Ward,1,6.459472,5
East Barnet Ward,2,5.58665,9
East Barnet Ward,3,5.4717345,7
East Barnet Ward,4,4.7637486,6
East Barnet Ward,5,5.3088503,7
East Barnet Ward,6,5.026576,2
East Barnet Ward,7,4.745324,2
East Barnet Ward,8,4.8098516,2
East Barnet Ward,9,4.466537,6
East Barnet Ward,10,4.979651,12
East Barnet Ward,11,6.1889553,3
East Barnet Ward,12,5.407523,5
East Finchley Ward,1,7.4981456,7
East Finchley Ward,2,6.755082,6
East Finchley Ward,3,5.8320203,15
East Finchley Ward,4,6.458015,10
East Finchley Ward,5,6.853364,4
East Finchley Ward,6,6.107112,5
East Finchley Ward,7,5.6095095,6
East Finchley Ward,8,5.5533485,6
East Finchley Ward,9,5.335699,5
East Finchley Ward,10,5.756076,5
East Finchley Ward,11,5.3859406,5
East Finchley Ward,12,5.413571,11
East Greenwich Ward,1,6.71531,15
