ward_name,year,month_num,imd_score,income_score,employment_domain_score,education_domain_score,health_domain_score,crime_domain_score,housing_domain_score,environment_domain_score,burglaries,lag1,lag2,lag3,lag12
Coombe Vale Ward,2013,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,5.0,9.0,15.0,6.0
Coombe Vale Ward,2013,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,13,7.0,5.0,9.0,8.0
Coombe Vale Ward,2013,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,13.0,7.0,5.0,3.0
Coombe Vale Ward,2013,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,7.0,13.0,7.0,7.0
Coombe Vale Ward,2013,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,8.0,7.0,13.0,6.0
Coombe Vale Ward,2013,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,6.0,8.0,7.0,6.0
Coombe Vale Ward,2013,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,7.0,6.0,8.0,4.0
Coombe Vale Ward,2013,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,3.0,7.0,6.0,6.0
Coombe Vale Ward,2013,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,5.0,3.0,7.0,11.0
Coombe Vale Ward,2013,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,9,8.0,5.0,3.0,15.0
Coombe Vale Ward,2013,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,9.0,8.0,5.0,9.0
Coombe Vale Ward,2014,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,7.0,9.0,8.0,5.0
Coombe Vale Ward,2014,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,7.0,7.0,9.0,7.0
Coombe Vale Ward,2014,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,5.0,7.0,7.0,13.0
Coombe Vale Ward,2014,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,4.0,5.0,7.0,7.0
Coombe Vale Ward,2014,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,1.0,4.0,5.0,8.0
Coombe Vale Ward,2014,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,4.0,1.0,4.0,6.0
Coombe Vale Ward,2014,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,3.0,4.0,1.0,7.0
Coombe Vale Ward,2014,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,6.0,3.0,4.0,3.0
Coombe Vale Ward,2014,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,4.0,6.0,3.0,5.0
Coombe Vale Ward,2014,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,0.0,4.0,6.0,8.0
Coombe Vale Ward,2014,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,2.0,0.0,4.0,9.0
Coombe Vale Ward,2014,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,7.0,2.0,0.0,7.0
Coombe Vale Ward,2015,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,9,4.0,7.0,2.0,7.0
Coombe Vale Ward,2015,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,14,9.0,4.0,7.0,5.0
Coombe Vale Ward,2015,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,14.0,9.0,4.0,4.0
Coombe Vale Ward,2015,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,6.0,14.0,9.0,1.0
Coombe Vale Ward,2015,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,4.0,6.0,14.0,4.0
Coombe Vale Ward,2015,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,3.0,4.0,6.0,3.0
Coombe Vale Ward,2015,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,0.0,3.0,4.0,6.0
Coombe Vale Ward,2015,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,3.0,0.0,3.0,4.0
Coombe Vale Ward,2015,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,1.0,3.0,0.0,0.0
Coombe Vale Ward,2015,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,1.0,3.0,2.0
Coombe Vale Ward,2015,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,2.0,1.0,1.0,7.0
Coombe Vale Ward,2015,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,12,6.0,2.0,1.0,4.0
Coombe Vale Ward,2016,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,12.0,6.0,2.0,9.0
Coombe Vale Ward,2016,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,4.0,12.0,6.0,14.0
Coombe Vale Ward,2016,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,4.0,4.0,12.0,6.0
Coombe Vale Ward,2016,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,5.0,4.0,4.0,4.0
Coombe Vale Ward,2016,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,4.0,5.0,4.0,3.0
Coombe Vale Ward,2016,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,5.0,4.0,5.0,0.0
Coombe Vale Ward,2016,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,0.0,5.0,4.0,3.0
Coombe Vale Ward,2016,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,3.0,0.0,5.0,1.0
Coombe Vale Ward,2016,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,2.0,3.0,0.0,1.0
Coombe Vale Ward,2016,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,3.0,2.0,3.0,2.0
Coombe Vale Ward,2016,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,6.0,3.0,2.0,6.0
Coombe Vale Ward,2016,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,8.0,6.0,3.0,12.0
Coombe Vale Ward,2017,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,6.0,8.0,6.0,4.0
Coombe Vale Ward,2017,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,4.0,6.0,8.0,4.0
Coombe Vale Ward,2017,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,9,5.0,4.0,6.0,5.0
Coombe Vale Ward,2017,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,9.0,5.0,4.0,4.0
Coombe Vale Ward,2017,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,4.0,9.0,5.0,5.0
Coombe Vale Ward,2017,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,2.0,4.0,9.0,0.0
Coombe Vale Ward,2017,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,5.0,2.0,4.0,3.0
Coombe Vale Ward,2017,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,5.0,2.0,2.0
Coombe Vale Ward,2017,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,2.0,1.0,5.0,3.0
Coombe Vale Ward,2017,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,2.0,2.0,1.0,6.0
Coombe Vale Ward,2017,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,17,4.0,2.0,2.0,8.0
Coombe Vale Ward,2017,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,17.0,4.0,2.0,6.0
Coombe Vale Ward,2018,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,8.0,17.0,4.0,4.0
Coombe Vale Ward,2018,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,7.0,8.0,17.0,5.0
Coombe Vale Ward,2018,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,3.0,7.0,8.0,9.0
Coombe Vale Ward,2018,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,4.0,3.0,7.0,4.0
Coombe Vale Ward,2018,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,4.0,3.0,2.0
Coombe Vale Ward,2018,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,2.0,1.0,4.0,5.0
Coombe Vale Ward,2018,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,6.0,2.0,1.0,1.0
Coombe Vale Ward,2018,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,4.0,6.0,2.0,2.0
Coombe Vale Ward,2018,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,7.0,4.0,6.0,2.0
Coombe Vale Ward,2018,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,12,4.0,7.0,4.0,4.0
Coombe Vale Ward,2018,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,12,12.0,4.0,7.0,17.0
Coombe Vale Ward,2018,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,9,12.0,12.0,4.0,8.0
Coombe Vale Ward,2019,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,9.0,12.0,12.0,7.0
Coombe Vale Ward,2019,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,4.0,9.0,12.0,3.0
Coombe Vale Ward,2019,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,7.0,4.0,9.0,4.0
Coombe Vale Ward,2019,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,4.0,7.0,4.0,1.0
Coombe Vale Ward,2019,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,8.0,4.0,7.0,2.0
Coombe Vale Ward,2019,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,0.0,8.0,4.0,6.0
Coombe Vale Ward,2019,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,2.0,0.0,8.0,4.0
Coombe Vale Ward,2019,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,3.0,2.0,0.0,7.0
Coombe Vale Ward,2019,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,3.0,3.0,2.0,4.0
Coombe Vale Ward,2019,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,0.0,3.0,3.0,12.0
Coombe Vale Ward,2019,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,6.0,0.0,3.0,12.0
Coombe Vale Ward,2019,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,6.0,6.0,0.0,9.0
Coombe Vale Ward,2020,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,6.0,6.0,6.0,4.0
Coombe Vale Ward,2020,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,2.0,6.0,6.0,7.0
Coombe Vale Ward,2020,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,8.0,2.0,6.0,4.0
Coombe Vale Ward,2020,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,2.0,8.0,2.0,8.0
Coombe Vale Ward,2020,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,4.0,2.0,8.0,0.0
Coombe Vale Ward,2020,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,1.0,4.0,2.0,2.0
Coombe Vale Ward,2020,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,6.0,1.0,4.0,3.0
Coombe Vale Ward,2020,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,6.0,6.0,1.0,3.0
Coombe Vale Ward,2020,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,2.0,6.0,6.0,0.0
Coombe Vale Ward,2020,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,8,6.0,2.0,6.0,6.0
Coombe Vale Ward,2020,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,8.0,6.0,2.0,6.0
Coombe Vale Ward,2020,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,5.0,8.0,6.0,6.0
Coombe Vale Ward,2021,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,5.0,5.0,8.0,2.0
Coombe Vale Ward,2021,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,6.0,5.0,5.0,8.0
Coombe Vale Ward,2021,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,2.0,6.0,5.0,2.0
Coombe Vale Ward,2021,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,4.0,2.0,6.0,4.0
Coombe Vale Ward,2021,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,4.0,2.0,1.0
Coombe Vale Ward,2021,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,2.0,1.0,4.0,6.0
Coombe Vale Ward,2021,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,2.0,1.0,6.0
Coombe Vale Ward,2021,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,2.0,1.0,2.0,2.0
Coombe Vale Ward,2021,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,3.0,2.0,1.0,6.0
Coombe Vale Ward,2021,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,1.0,3.0,2.0,8.0
Coombe Vale Ward,2021,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,2.0,1.0,3.0,5.0
Coombe Vale Ward,2021,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,4.0,2.0,1.0,5.0
Coombe Vale Ward,2022,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,5.0,4.0,2.0,6.0
Coombe Vale Ward,2022,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,1.0,5.0,4.0,2.0
Coombe Vale Ward,2022,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,0.0,1.0,5.0,4.0
Coombe Vale Ward,2022,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,3.0,0.0,1.0,1.0
Coombe Vale Ward,2022,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,3.0,3.0,0.0,2.0
Coombe Vale Ward,2022,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,2.0,3.0,3.0,1.0
Coombe Vale Ward,2022,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,2.0,2.0,3.0,2.0
Coombe Vale Ward,2022,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,3.0,2.0,2.0,3.0
Coombe Vale Ward,2022,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,2.0,3.0,2.0,1.0
Coombe Vale Ward,2022,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,3.0,2.0,3.0,2.0
Coombe Vale Ward,2022,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,4.0,3.0,2.0,4.0
Coombe Vale Ward,2022,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,0.0,4.0,3.0,5.0
Coombe Vale Ward,2023,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,3.0,0.0,4.0,1.0
Coombe Vale Ward,2023,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,11,1.0,3.0,0.0,0.0
Coombe Vale Ward,2023,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,10,11.0,1.0,3.0,3.0
Coombe Vale Ward,2023,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,10,10.0,11.0,1.0,3.0
Coombe Vale Ward,2023,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,7,10.0,10.0,11.0,2.0
Coombe Vale Ward,2023,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,7.0,10.0,10.0,2.0
Coombe Vale Ward,2023,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,11,5.0,7.0,10.0,3.0
Coombe Vale Ward,2023,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,11.0,5.0,7.0,2.0
Coombe Vale Ward,2023,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,5,5.0,11.0,5.0,3.0
Coombe Vale Ward,2023,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,5.0,5.0,11.0,4.0
Coombe Vale Ward,2023,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,1.0,5.0,5.0,0.0
Coombe Vale Ward,2023,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,3.0,1.0,5.0,3.0
Coombe Vale Ward,2024,1,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,1.0,3.0,1.0,1.0
Coombe Vale Ward,2024,2,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,3.0,1.0,3.0,11.0
Coombe Vale Ward,2024,3,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,4,3.0,3.0,1.0,10.0
Coombe Vale Ward,2024,4,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,4.0,3.0,3.0,10.0
Coombe Vale Ward,2024,5,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,2.0,4.0,3.0,7.0
Coombe Vale Ward,2024,6,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,1.0,2.0,4.0,5.0
Coombe Vale Ward,2024,7,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,1.0,1.0,2.0,11.0
Coombe Vale Ward,2024,8,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,1,6.0,1.0,1.0,5.0
Coombe Vale Ward,2024,9,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,0,1.0,6.0,1.0,5.0
Coombe Vale Ward,2024,10,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,2,0.0,1.0,6.0,1.0
Coombe Vale Ward,2024,11,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,6,2.0,0.0,1.0,3.0
Coombe Vale Ward,2024,12,7.255199949398973,1.356,0.856,3.101771598629692,-1.344698887257471,-0.784452207297436,20.863476329511712,24.63324490107785,3,6.0,2.0,0.0,1.0
Cordwainer Ward,2012,3,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,0,0.0,6.0,1.0,
Cordwainer Ward,2012,4,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,1,0.0,0.0,6.0,
Cordwainer Ward,2012,5,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,1,1.0,0.0,0.0,
Cordwainer Ward,2012,6,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,0,1.0,1.0,0.0,
Cordwainer Ward,2012,7,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,1,0.0,1.0,1.0,
Cordwainer Ward,2012,8,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,2,1.0,0.0,1.0,
Cordwainer Ward,2012,9,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,0,2.0,1.0,0.0,
Cordwainer Ward,2012,10,13.582996930547957,0.048,0.038,1.770797033215957,-0.676052167692153,-1.560093046248191,46.31139731937703,49.161900716220984,1,0.0,2.0,1.0,
